Generation,Best Fitness
0,4.54875278397034
1,0.0897509923046127
2,0.0897509923046127
3,0.0897509923046127
4,0.0897509923046127
5,0.0897509923046127
6,0.0897509923046127
7,0.0897509923046127
8,0.0897509923046127
9,0.0897509923046127
10,0.0897509923046127
11,0.0897509923046127
12,0.0897509923046127
13,0.0897509923046127
14,0.0897509923046127
15,0.0897509923046127
16,0.0897509923046127
17,0.0897509923046127
18,0.0897509923046127
19,0.0897509923046127
20,0.0897509923046127
